Aug 25 04:14:20 pranav-cluster-worker2 systemd[1]: Starting kubelet.service - kubelet: The Kubernetes Node Agent...
Aug 25 04:14:20 pranav-cluster-worker2 systemd[1]: Started kubelet.service - kubelet: The Kubernetes Node Agent.
Aug 25 04:14:21 pranav-cluster-worker2 kubelet[133]: I0825 04:14:21.092327     133 server.go:525] "Kubelet version" kubeletVersion="v1.35.0"
Aug 25 04:17:11 pranav-cluster-worker2 kubelet[187]: E0825 04:17:11.855898     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:11 pranav-cluster-worker2 kubelet[187]: E0825 04:17:11.957848     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:12 pranav-cluster-worker2 kubelet[187]: E0825 04:17:12.060050     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:12 pranav-cluster-worker2 kubelet[187]: E0825 04:17:12.162723     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:12 pranav-cluster-worker2 kubelet[187]: E0825 04:17:12.265358     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:12 pranav-cluster-worker2 kubelet[187]: E0825 04:17:12.367668     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:12 pranav-cluster-worker2 kubelet[187]: E0825 04:17:12.441216     187 eviction_manager.go:297] "Eviction manager: failed to get summary stats" err="failed to get node info: node \"pranav-cluster-worker2\" not found"
Aug 25 04:17:12 pranav-cluster-worker2 kubelet[187]: E0825 04:17:12.470171     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:12 pranav-cluster-worker2 kubelet[187]: E0825 04:17:12.574239     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:12 pranav-cluster-worker2 kubelet[187]: E0825 04:17:12.677724     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:12 pranav-cluster-worker2 kubelet[187]: E0825 04:17:12.780274     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:12 pranav-cluster-worker2 kubelet[187]: E0825 04:17:12.882697     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:12 pranav-cluster-worker2 kubelet[187]: E0825 04:17:12.985450     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:13 pranav-cluster-worker2 kubelet[187]: E0825 04:17:13.087743     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:13 pranav-cluster-worker2 kubelet[187]: E0825 04:17:13.189832     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:13 pranav-cluster-worker2 kubelet[187]: E0825 04:17:13.292017     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:13 pranav-cluster-worker2 kubelet[187]: E0825 04:17:13.395559     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:13 pranav-cluster-worker2 kubelet[187]: E0825 04:17:13.498271     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:13 pranav-cluster-worker2 kubelet[187]: E0825 04:17:13.600695     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:13 pranav-cluster-worker2 kubelet[187]: E0825 04:17:13.702900     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:13 pranav-cluster-worker2 kubelet[187]: E0825 04:17:13.804780     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:13 pranav-cluster-worker2 kubelet[187]: E0825 04:17:13.906737     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:14 pranav-cluster-worker2 kubelet[187]: E0825 04:17:14.008859     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:14 pranav-cluster-worker2 kubelet[187]: E0825 04:17:14.111280     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:14 pranav-cluster-worker2 kubelet[187]: E0825 04:17:14.213795     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:14 pranav-cluster-worker2 kubelet[187]: E0825 04:17:14.315895     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:14 pranav-cluster-worker2 kubelet[187]: E0825 04:17:14.418555     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:14 pranav-cluster-worker2 kubelet[187]: E0825 04:17:14.470036     187 event.go:368] "Unable to write event (may retry after sleeping)" err="Post \"https://pranav-cluster-control-plane:6443/api/v1/namespaces/default/events\": dial tcp 172.18.0.4:6443: connect: connection refused" event="&Event{ObjectMeta:{pranav-cluster-worker2.18cef1296c68f4e1  default    0 0001-01-01 00:00:00 +0000 UTC <nil> <nil> map[] map[] [] [] []},InvolvedObject:ObjectReference{Kind:Node,Namespace:,Name:pranav-cluster-worker2,UID:,APIVersion:v1,ResourceVersion:,FieldPath:,},Reason:NodeHasSufficientMemory,Message:Node pranav-cluster-worker2 status is now: NodeHasSufficientMemory,Source:EventSource{Component:kubelet,Host:pranav-cluster-worker2,},FirstTimestamp:2026-08-25 04:14:22.327436513 +0000 UTC m=+0.077027306,LastTimestamp:2026-08-25 04:14:22.327436513 +0000 UTC m=+0.077027306,Count:1,Type:Normal,EventTime:0001-01-01 00:00:00 +0000 UTC,Series:nil,Action:,Related:nil,ReportingController:kubelet,ReportingInstance:pranav-cluster-worker2,}"
Aug 25 04:17:14 pranav-cluster-worker2 kubelet[187]: E0825 04:17:14.520859     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:14 pranav-cluster-worker2 kubelet[187]: E0825 04:17:14.623601     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:14 pranav-cluster-worker2 kubelet[187]: E0825 04:17:14.725680     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:14 pranav-cluster-worker2 kubelet[187]: E0825 04:17:14.828084     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:14 pranav-cluster-worker2 kubelet[187]: E0825 04:17:14.930234     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:15 pranav-cluster-worker2 kubelet[187]: E0825 04:17:15.034547     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:15 pranav-cluster-worker2 kubelet[187]: E0825 04:17:15.137550     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:15 pranav-cluster-worker2 kubelet[187]: E0825 04:17:15.239810     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:15 pranav-cluster-worker2 kubelet[187]: E0825 04:17:15.341654     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:15 pranav-cluster-worker2 kubelet[187]: E0825 04:17:15.443791     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:15 pranav-cluster-worker2 kubelet[187]: E0825 04:17:15.545886     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:15 pranav-cluster-worker2 kubelet[187]: E0825 04:17:15.647864     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:15 pranav-cluster-worker2 kubelet[187]: E0825 04:17:15.750111     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:15 pranav-cluster-worker2 kubelet[187]: E0825 04:17:15.853869     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:15 pranav-cluster-worker2 kubelet[187]: E0825 04:17:15.955716     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:15 pranav-cluster-worker2 kubelet[187]: E0825 04:17:15.994892     187 controller.go:201] "Failed to ensure lease exists, will retry" err="Get \"https://pranav-cluster-control-plane:6443/apis/coordination.k8s.io/v1/namespaces/kube-node-lease/leases/pranav-cluster-worker2?timeout=10s\": dial tcp 172.18.0.4:6443: connect: connection refused" interval="7s"
Aug 25 04:17:16 pranav-cluster-worker2 kubelet[187]: E0825 04:17:16.058389     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:16 pranav-cluster-worker2 kubelet[187]: E0825 04:17:16.160765     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:16 pranav-cluster-worker2 kubelet[187]: I0825 04:17:16.250551     187 kubelet_node_status.go:74] "Attempting to register node" node="pranav-cluster-worker2"
Aug 25 04:17:16 pranav-cluster-worker2 kubelet[187]: E0825 04:17:16.252289     187 kubelet_node_status.go:106] "Unable to register node with API server" err="Post \"https://pranav-cluster-control-plane:6443/api/v1/nodes\": dial tcp 172.18.0.4:6443: connect: connection refused" node="pranav-cluster-worker2"
Aug 25 04:17:16 pranav-cluster-worker2 kubelet[187]: E0825 04:17:16.262809     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:16 pranav-cluster-worker2 kubelet[187]: E0825 04:17:16.364941     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:16 pranav-cluster-worker2 kubelet[187]: E0825 04:17:16.467516     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:16 pranav-cluster-worker2 kubelet[187]: E0825 04:17:16.570033     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:16 pranav-cluster-worker2 kubelet[187]: E0825 04:17:16.671955     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:16 pranav-cluster-worker2 kubelet[187]: E0825 04:17:16.774584     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:16 pranav-cluster-worker2 kubelet[187]: E0825 04:17:16.877385     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:16 pranav-cluster-worker2 kubelet[187]: E0825 04:17:16.979645     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:17 pranav-cluster-worker2 kubelet[187]: E0825 04:17:17.081808     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:17 pranav-cluster-worker2 kubelet[187]: E0825 04:17:17.183710     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:17 pranav-cluster-worker2 kubelet[187]: E0825 04:17:17.286813     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:17 pranav-cluster-worker2 kubelet[187]: E0825 04:17:17.389761     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:17 pranav-cluster-worker2 kubelet[187]: E0825 04:17:17.492507     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:17 pranav-cluster-worker2 kubelet[187]: E0825 04:17:17.594639     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:17 pranav-cluster-worker2 kubelet[187]: E0825 04:17:17.697399     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:17 pranav-cluster-worker2 kubelet[187]: E0825 04:17:17.799675     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:17 pranav-cluster-worker2 kubelet[187]: E0825 04:17:17.902226     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:18 pranav-cluster-worker2 kubelet[187]: E0825 04:17:18.004875     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:18 pranav-cluster-worker2 kubelet[187]: E0825 04:17:18.106620     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:18 pranav-cluster-worker2 kubelet[187]: E0825 04:17:18.208569     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:18 pranav-cluster-worker2 kubelet[187]: E0825 04:17:18.310834     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:18 pranav-cluster-worker2 kubelet[187]: E0825 04:17:18.413184     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:18 pranav-cluster-worker2 kubelet[187]: E0825 04:17:18.517274     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:18 pranav-cluster-worker2 kubelet[187]: E0825 04:17:18.620520     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:18 pranav-cluster-worker2 kubelet[187]: E0825 04:17:18.723700     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:18 pranav-cluster-worker2 kubelet[187]: E0825 04:17:18.825597     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:18 pranav-cluster-worker2 kubelet[187]: E0825 04:17:18.927579     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:19 pranav-cluster-worker2 kubelet[187]: E0825 04:17:19.029443     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:19 pranav-cluster-worker2 kubelet[187]: E0825 04:17:19.131725     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:19 pranav-cluster-worker2 kubelet[187]: E0825 04:17:19.233636     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:19 pranav-cluster-worker2 kubelet[187]: E0825 04:17:19.337450     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:19 pranav-cluster-worker2 kubelet[187]: E0825 04:17:19.439483     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:19 pranav-cluster-worker2 kubelet[187]: E0825 04:17:19.542374     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:19 pranav-cluster-worker2 kubelet[187]: E0825 04:17:19.644794     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:19 pranav-cluster-worker2 kubelet[187]: E0825 04:17:19.747071     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:19 pranav-cluster-worker2 kubelet[187]: E0825 04:17:19.850636     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:19 pranav-cluster-worker2 kubelet[187]: E0825 04:17:19.952759     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:20 pranav-cluster-worker2 kubelet[187]: E0825 04:17:20.054910     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:20 pranav-cluster-worker2 kubelet[187]: E0825 04:17:20.157446     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:20 pranav-cluster-worker2 kubelet[187]: E0825 04:17:20.259774     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:20 pranav-cluster-worker2 kubelet[187]: E0825 04:17:20.361963     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:20 pranav-cluster-worker2 kubelet[187]: E0825 04:17:20.464200     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:17:20 pranav-cluster-worker2 kubelet[187]: E0825 04:17:20.567706     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
